,POPULATION,ZIPCODE,Id2,disability_r,edu_high_r,edu_low_r,employment_r,hh,hh_with6_r,utility_gas_r,tank_gas_r,electricity_r,fueloil_r,coal_r,other_fuels_r,occupied_hu_own_r,occupied_hu_rent_r,built_before1980_r,married_r,non_eng_r,below_poverty_r,pop,male_pop_r,female_pop_r,elder_pop_r,white_r,black_r,asian_r,native_r,towork_less30_r,towork_over30_r
250,0.0,10260,10260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,0.0,10285,10285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,0.0,10286,10286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,0.0,11371,11371,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,inf,,
255,28496.0,11361,11361,0.086,0.434,0.218,0.591,10606.0,0.00241372807845,0.694,0.024,0.049,0.218,0.0,0.011,0.577503300019,0.422496699981,0.878,0.53,0.561,0.094,30207.0,0.484556559738,0.515443440262,0.000519747078492,0.512099844407,0.0235706955341,0.3598172609,0.00662098189161,0.360293081584,0.639706918416
256,23543.0,10036,10036,0.099,0.723,0.09,0.747,15455.0,0.00340989970883,0.288,0.006,0.406,0.251,0.001,0.008,0.104367518602,0.895632481398,0.551,0.196,0.311,0.131,25799.0,0.572812899725,0.427187100275,0.000395364161402,0.646110314353,0.073103608667,0.181131051591,0.00565913407496,0.590764143144,0.409235856856
257,26148.0,11414,11414,0.133,0.273,0.325,0.559,10654.0,0.00243101182654,0.833,0.018,0.036,0.108,0.001,0.002,0.711657593392,0.288342406608,0.864,0.523,0.348,0.092,28700.0,0.463728222997,0.536271777003,0.000742160278746,0.824285714286,0.0226480836237,0.0425087108014,0.000731707317073,0.351689612015,0.648310387985
258,25003.0,10310,10310,0.101,0.306,0.298,0.549,8304.0,0.00245664739884,0.782,0.01,0.051,0.15,0.001,0.003,0.606815992293,0.393184007707,0.775,0.468,0.291,0.192,24394.0,0.491227350988,0.508772649012,0.000414036238419,0.599122735099,0.234073952611,0.0519390013938,0.00131179798311,0.464753017547,0.535246982453
260,28481.0,11249,11249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,0.0,10162,10162,0.0,0.894,0.0,0.759,671.0,0.0807749627422,0.28,0.0,0.259,0.392,0.0,0.0,0.0,1.0,1.0,0.538,0.231,0.0,1289.0,0.540729247479,0.459270752521,0.0136539953452,0.964313421257,0.0,0.0356865787432,0.00853374709077,0.448377581121,0.551622418879
262,0.0,10119,10119,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,inf,,
