,POPULATION,ZIPCODE,Id2,disability_r,edu_high_r,edu_low_r,employment_r,hh,hh_with6_r,utility_gas_r,tank_gas_r,electricity_r,fueloil_r,coal_r,other_fuels_r,occupied_hu_own_r,occupied_hu_rent_r,built_before1980_r,married_r,non_eng_r,below_poverty_r,pop,male_pop_r,female_pop_r,elder_pop_r,white_r,black_r,asian_r,native_r,towork_less30_r,towork_over30_r
0,18681.0,11436,11436,0.123,0.177,0.357,0.578,5454.0,0.00291529152915,0.814,0.021,0.047,0.112,0.0,0.002,0.67968463513,0.32031536487,0.857,0.375,0.194,0.137,19425.0,0.489935649936,0.510064350064,0.000586872586873,0.0624453024453,0.701981981982,0.0690862290862,0.00813384813385,0.252196627879,0.747803372121
1,62426.0,11213,11213,0.106,0.219,0.31,0.532,24163.0,0.000856681703431,0.781,0.01,0.055,0.135,0.0,0.008,0.138641724951,0.861358275049,0.897,0.3,0.299,0.276,64603.0,0.454638329489,0.545361670511,0.000170270730461,0.199464421157,0.683466712072,0.0170580313608,0.00328158135071,0.278333132603,0.721666867397
2,83866.0,11212,11212,0.12,0.125,0.366,0.461,31443.0,0.000680596635181,0.801,0.012,0.07,0.091,0.001,0.011,0.148904366632,0.851095633368,0.851,0.244,0.204,0.354,88668.0,0.422362069743,0.577637930257,0.000129697297785,0.0494090314431,0.836040059548,0.0128231154419,0.00325934948347,0.201659029334,0.798340970666
3,56527.0,11225,11225,0.069,0.315,0.252,0.575,23133.0,0.000989927808758,0.648,0.012,0.044,0.266,0.0,0.013,0.141486188562,0.858513811438,0.953,0.311,0.288,0.196,60180.0,0.455500166168,0.544499833832,0.000189431704885,0.208109006314,0.701113326687,0.0238451312728,0.00450315719508,0.220052183255,0.779947816745
4,72280.0,11218,11218,0.086,0.418,0.212,0.607,24909.0,0.00110401862781,0.674,0.03,0.053,0.214,0.001,0.013,0.333614356257,0.666385643743,0.927,0.493,0.567,0.233,75691.0,0.492502411119,0.507497588881,0.000137400747777,0.572749732465,0.0852545216736,0.171077142593,0.00373888573278,0.26600200025,0.73399799975
5,106132.0,11226,11226,0.079,0.249,0.321,0.596,36009.0,0.000641506290094,0.741,0.015,0.045,0.175,0.0,0.012,0.125829653698,0.874170346302,0.961,0.314,0.364,0.198,99026.0,0.449679882051,0.550320117949,0.00011613111708,0.12135196817,0.720164401268,0.0307394017733,0.00117140952881,0.184666681892,0.815333318108
6,92561.0,11219,11219,0.09,0.17,0.335,0.542,26390.0,0.000939749905267,0.812,0.023,0.042,0.112,0.001,0.006,0.258658582797,0.741341417203,0.844,0.581,0.804,0.356,97670.0,0.512163407392,0.487836592608,0.000105457151633,0.656189208559,0.0128391522474,0.249124603256,0.00146411385277,0.392819839446,0.607180160554
7,67067.0,11210,11210,0.07,0.342,0.31,0.564,21925.0,0.000770809578107,0.768,0.017,0.047,0.154,0.001,0.005,0.458472063854,0.541527936146,0.965,0.399,0.341,0.148,67432.0,0.456059437656,0.543940562344,0.000160161347728,0.296165025507,0.594791790248,0.0482263613715,0.00117155059912,0.32254734444,0.67745265556
8,80857.0,11230,11230,0.118,0.389,0.229,0.526,30653.0,0.000756859035005,0.651,0.023,0.061,0.219,0.0,0.02,0.282451962288,0.717548037712,0.924,0.517,0.562,0.244,88589.0,0.48301707887,0.51698292113,0.00016141958934,0.6959554798,0.0741288421813,0.142037950536,0.0044926571019,0.334741288279,0.665258711721
9,77354.0,11204,11204,0.089,0.251,0.31,0.534,24480.0,0.000878267973856,0.806,0.025,0.044,0.102,0.001,0.011,0.384272875817,0.615727124183,0.922,0.572,0.744,0.238,80486.0,0.493265909599,0.506734090401,0.000162761225555,0.637787938275,0.00822503292498,0.293864771513,0.00246005516487,0.323334200937,0.676665799063
10,23477.0,10471,10471,0.11,0.554,0.172,0.538,8620.0,0.00252900232019,0.391,0.034,0.073,0.478,0.0,0.018,0.503248259861,0.496751740139,0.921,0.39,0.334,0.093,21727.0,0.463754775165,0.536245224835,0.000984949601878,0.71800064436,0.0795784047499,0.071523910342,0.00248538684586,0.29920108023,0.70079891977
11,14740.0,10470,10470,0.117,0.309,0.305,0.573,5747.0,0.00468070297547,0.421,0.017,0.028,0.522,0.0,0.006,0.392204628502,0.607795371498,0.899,0.39,0.278,0.129,14868.0,0.489305891848,0.510694108152,0.00106941081517,0.485808447673,0.330441216034,0.02932472424,0.00477535647027,0.328479207326,0.671520792674
12,68942.0,10466,10466,0.121,0.219,0.323,0.552,22891.0,0.000664016425669,0.483,0.012,0.087,0.399,0.0,0.007,0.375387706959,0.624612293041,0.883,0.328,0.263,0.212,71138.0,0.454721808316,0.545278191684,0.000167280497062,0.0770333717563,0.73654024572,0.0204813180016,0.0056088166662,0.28358622601,0.71641377399
13,97932.0,10467,10467,0.155,0.19,0.289,0.52,35178.0,0.000577065211212,0.291,0.014,0.061,0.611,0.0,0.012,0.112911478765,0.887088521235,0.882,0.316,0.572,0.297,101134.0,0.480392350743,0.519607649257,0.000106789012597,0.193555085332,0.366632388712,0.0672671900647,0.00677319200269,0.279494639721,0.720505360279
14,70641.0,10463,10463,0.119,0.379,0.197,0.567,27458.0,0.000965110350353,0.339,0.02,0.065,0.542,0.002,0.018,0.307888411392,0.692111588608,0.937,0.378,0.545,0.177,71981.0,0.477028660341,0.522971339659,0.000237562690154,0.440296744974,0.147344438116,0.0383990219641,0.00705741792973,0.290278563584,0.709721436416
15,40931.0,10475,10475,0.172,0.253,0.277,0.512,18271.0,0.000711510043238,0.388,0.009,0.274,0.227,0.008,0.045,0.392972470034,0.607027529966,0.917,0.314,0.344,0.095,43913.0,0.449547969849,0.550452030151,0.000487327215175,0.164233825974,0.603124359529,0.0128891216724,0.00567030264386,0.212471255147,0.787528744853
16,4438.0,10464,10464,0.127,0.399,0.287,0.596,2024.0,0.00909090909091,0.799,0.008,0.023,0.15,0.0,0.0,0.629446640316,0.370553359684,0.837,0.46,0.197,0.037,4723.0,0.438704213424,0.561295786576,0.00398052085539,0.766673724328,0.022231632437,0.0463688333686,0.00232902816007,0.503890160183,0.496109839817
17,65101.0,10469,10469,0.117,0.245,0.277,0.538,22014.0,0.000831289179613,0.6,0.012,0.06,0.317,0.0,0.004,0.481466339602,0.518533660398,0.892,0.378,0.372,0.135,72732.0,0.452125611835,0.547874388165,0.000204861683991,0.196570972887,0.54398339108,0.0489880657757,0.00947313424627,0.302423144046,0.697576855954
18,72877.0,10468,10468,0.106,0.177,0.281,0.563,24631.0,0.000945962405099,0.216,0.013,0.064,0.682,0.0,0.008,0.0857050058869,0.914294994113,0.946,0.305,0.763,0.326,73637.0,0.47667612749,0.52332387251,0.000119505140079,0.13470130505,0.218409223624,0.0445564050681,0.00689870581365,0.244680491188,0.755319508812
20,79362.0,10458,10458,0.127,0.137,0.288,0.508,26349.0,0.000785608561995,0.208,0.015,0.067,0.689,0.0,0.009,0.0447834832441,0.955216516756,0.911,0.27,0.689,0.379,79974.0,0.482306749694,0.517693250306,9.00292595093e-05,0.202165703854,0.205416760447,0.0331982894441,0.00737739765424,0.289327385038,0.710672614962
21,39149.0,10034,10034,0.096,0.319,0.205,0.571,15462.0,0.00144224550511,0.276,0.021,0.04,0.625,0.0,0.019,0.0902858621136,0.909714137886,0.958,0.32,0.729,0.263,43405.0,0.482962792305,0.517037207695,0.000253427024536,0.370832853358,0.0846215873747,0.023407441539,0.0125100794839,0.216833324421,0.783166675579
22,54284.0,10033,10033,0.113,0.341,0.167,0.58,19548.0,0.00144771843667,0.275,0.015,0.048,0.626,0.0,0.014,0.102465725394,0.897534274606,0.971,0.339,0.722,0.249,59844.0,0.514270436468,0.485729563532,0.000197179332932,0.405587861774,0.0929583583985,0.0228928547557,0.0108114430854,0.260188087774,0.739811912226
23,75674.0,10462,10462,0.114,0.242,0.269,0.585,29345.0,0.000695178054183,0.448,0.017,0.085,0.414,0.001,0.018,0.220991651048,0.779008348952,0.914,0.368,0.57,0.197,78504.0,0.46624375828,0.53375624172,0.000141394069092,0.235185468256,0.271311015999,0.121662590441,0.00501885254255,0.259395789534,0.740604210466
24,41033.0,10040,10040,0.092,0.341,0.175,0.584,16002.0,0.00124359455068,0.251,0.026,0.048,0.634,0.001,0.02,0.0965504311961,0.903449568804,0.972,0.338,0.721,0.21,44378.0,0.464013700482,0.535986299518,0.000317724998873,0.36680337104,0.0936274730722,0.0299022037947,0.00903600883321,0.247756188973,0.752243811027
25,77576.0,10453,10453,0.162,0.13,0.289,0.512,26802.0,0.000604432505037,0.321,0.012,0.104,0.531,0.0,0.008,0.0351839414969,0.964816058503,0.88,0.28,0.716,0.428,80081.0,0.458673093493,0.541326906507,9.36551741362e-05,0.098225546634,0.318827187473,0.0164333612218,0.00874114958604,0.267832069643,0.732167930357
26,42012.0,10465,10465,0.116,0.249,0.307,0.555,15560.0,0.00125964010283,0.656,0.01,0.071,0.252,0.0,0.006,0.559575835476,0.440424164524,0.83,0.412,0.405,0.135,45839.0,0.481424114837,0.518575885163,0.000353410851022,0.626082593425,0.113178734266,0.0385697768276,0.00205065555531,0.38838013838,0.61161986162
29,50549.0,10461,10461,0.135,0.255,0.294,0.558,19086.0,0.00150372000419,0.46,0.024,0.064,0.432,0.001,0.012,0.297233574348,0.702766425652,0.904,0.422,0.556,0.163,51820.0,0.485160169819,0.514839830181,0.000283674257044,0.471979930529,0.0850443844076,0.105692782709,0.00387881126978,0.391316183476,0.608683816524
30,70253.0,10457,10457,0.139,0.123,0.259,0.471,23749.0,0.000715819613457,0.312,0.009,0.104,0.556,0.0,0.007,0.0654343340772,0.934565665923,0.853,0.279,0.703,0.403,73763.0,0.46383688299,0.53616311701,0.000107099765465,0.121022734976,0.347979339235,0.0126215040061,0.00459580006236,0.288064801924,0.711935198076
31,56670.0,10460,10460,0.125,0.117,0.272,0.474,19776.0,0.000859627831715,0.249,0.012,0.092,0.623,0.0,0.006,0.0957726537217,0.904227346278,0.772,0.259,0.638,0.415,59512.0,0.458731012233,0.541268987767,0.000151230004033,0.137535287001,0.283001747547,0.013526683694,0.0020836133889,0.236236136669,0.763763863331
32,57606.0,10032,10032,0.145,0.279,0.203,0.551,20243.0,0.00112137529022,0.316,0.019,0.074,0.556,0.0,0.017,0.0667885194882,0.933211480512,0.942,0.254,0.705,0.294,62685.0,0.492366594879,0.507633405121,0.000188242801308,0.303437824041,0.206508734147,0.0372497407673,0.0113902847571,0.341819699499,0.658180300501
33,76104.0,10452,10452,0.158,0.128,0.275,0.507,25432.0,0.000633060710915,0.312,0.007,0.076,0.574,0.0,0.017,0.0332651777288,0.966734822271,0.774,0.284,0.728,0.408,75559.0,0.46578170701,0.53421829299,8.99958972459e-05,0.128919122805,0.334625921465,0.0113818340634,0.00390423377758,0.278154267875,0.721845732125
34,89390.0,10456,10456,0.144,0.123,0.26,0.46,29255.0,0.0005229875235,0.36,0.015,0.093,0.504,0.001,0.009,0.0608443001196,0.93915569988,0.831,0.266,0.656,0.42,91868.0,0.457874341446,0.542125658554,9.47010928724e-05,0.0845778725998,0.400912178343,0.0109396090042,0.00781556145774,0.264053051127,0.735946948873
35,66356.0,10472,10472,0.113,0.11,0.272,0.518,21303.0,0.000844951415294,0.341,0.012,0.056,0.571,0.003,0.008,0.135849410881,0.864150589119,0.923,0.304,0.64,0.353,68654.0,0.489061088939,0.510938911061,0.000144201357532,0.173420339674,0.289873860227,0.057010516503,0.0070644099397,0.253966988278,0.746033011722
36,57010.0,10031,10031,0.11,0.309,0.204,0.605,21191.0,0.00125053088575,0.287,0.017,0.071,0.577,0.016,0.018,0.104053607664,0.895946392336,0.954,0.232,0.598,0.25,59244.0,0.48372831004,0.51627168996,0.000185672810749,0.281885085409,0.334126662616,0.0318513267166,0.00442238876511,0.253087074974,0.746912925026
37,24234.0,10039,10039,0.143,0.27,0.248,0.524,10631.0,0.00179663248989,0.396,0.008,0.13,0.423,0.002,0.013,0.127457435801,0.872542564199,0.778,0.212,0.386,0.29,26697.0,0.45529460239,0.54470539761,0.000348353747612,0.1294527475,0.660486196951,0.00839045585646,0.00902723152414,0.308662658914,0.691337341086
38,46804.0,10459,10459,0.117,0.109,0.265,0.463,15688.0,0.00101351351351,0.345,0.006,0.08,0.543,0.002,0.01,0.0873916369199,0.91260836308,0.662,0.25,0.694,0.401,47778.0,0.470216417598,0.529783582402,0.000190464230399,0.124911046925,0.313052032316,0.0115325045,0.00684415421324,0.237028301887,0.762971698113
39,44140.0,10451,10451,0.166,0.172,0.25,0.465,18140.0,0.000898566703418,0.373,0.009,0.099,0.489,0.0,0.014,0.127232635061,0.872767364939,0.817,0.235,0.62,0.358,48188.0,0.44249605711,0.55750394289,0.000234498215323,0.121191998008,0.413360172657,0.0152942641321,0.0133020669046,0.237300890505,0.762699109495
40,58284.0,10473,10473,0.162,0.167,0.303,0.475,20624.0,0.000625484871994,0.496,0.021,0.08,0.372,0.0,0.009,0.285832040341,0.714167959659,0.838,0.288,0.523,0.287,59352.0,0.446977355439,0.553022644561,0.000225771667341,0.310166464483,0.401132228063,0.0233859010648,0.00556004852406,0.265935887988,0.734064112012
41,26720.0,10030,10030,0.138,0.285,0.25,0.546,11891.0,0.00237995122361,0.413,0.025,0.102,0.424,0.006,0.011,0.104701034396,0.895298965604,0.8,0.218,0.325,0.291,29209.0,0.47016330583,0.52983669417,0.000325242219864,0.146906775309,0.665137457633,0.0266356260057,0.00883289397104,0.282684630739,0.717315369261
42,58639.0,10027,10027,0.102,0.445,0.207,0.492,22937.0,0.000819636395344,0.421,0.012,0.132,0.399,0.0,0.014,0.141212887474,0.858787112526,0.816,0.25,0.381,0.318,64413.0,0.463881514601,0.536118485399,0.000141275829413,0.288031919023,0.432257463555,0.0965954077593,0.00403645226895,0.368241840379,0.631758159621
43,12281.0,10474,10474,0.126,0.118,0.261,0.423,3613.0,0.00321062828674,0.396,0.002,0.05,0.536,0.0,0.005,0.064766122336,0.935233877664,0.799,0.246,0.665,0.423,12686.0,0.51395238846,0.48604761154,0.000575437490147,0.197067633612,0.315938830207,0.00504493142046,0.0107993063219,0.390042598509,0.609957401491
44,39834.0,10455,10455,0.151,0.101,0.257,0.482,14023.0,0.00119803180489,0.346,0.011,0.108,0.509,0.0,0.013,0.0735933823005,0.926406617699,0.829,0.255,0.732,0.423,41609.0,0.484077963902,0.515922036098,0.000225912663126,0.1207190752,0.276526712971,0.0100699367925,0.0065851137975,0.257723050335,0.742276949665
45,16931.0,10037,10037,0.159,0.382,0.211,0.519,9109.0,0.00228345592271,0.464,0.021,0.083,0.383,0.004,0.015,0.0693819299594,0.930618070041,0.893,0.189,0.269,0.291,18777.0,0.445225541886,0.554774458114,0.000798849656495,0.107578420408,0.732385365074,0.0240187463386,0.00319539862598,0.278487972509,0.721512027491
46,58521.0,10024,10024,0.086,0.772,0.07,0.689,28675.0,0.00112641673932,0.382,0.022,0.162,0.394,0.0,0.022,0.359093286835,0.640906713165,0.909,0.456,0.258,0.072,58391.0,0.464780531246,0.535219468754,0.00029799112877,0.813550033396,0.0588618108955,0.0683667003477,0.00226062235619,0.415951440786,0.584048559214
47,37466.0,10454,10454,0.173,0.09,0.274,0.452,12790.0,0.00103205629398,0.473,0.006,0.101,0.393,0.0,0.007,0.0544175136826,0.945582486317,0.826,0.234,0.665,0.479,39012.0,0.479519122321,0.520480877679,0.000217881677433,0.181764585256,0.307495129704,0.00717727878601,0.0079975392187,0.246885521886,0.753114478114
48,34313.0,10026,10026,0.111,0.411,0.216,0.562,14527.0,0.00198251531631,0.375,0.01,0.168,0.415,0.0,0.013,0.175810559648,0.824189440352,0.715,0.265,0.331,0.291,38310.0,0.464969981728,0.535030018272,0.000245366744975,0.258235447664,0.554189506656,0.0497781258157,0.00216653615244,0.330761994356,0.669238005644
49,34884.0,10035,10035,0.179,0.23,0.221,0.466,12999.0,0.00129240710824,0.365,0.015,0.166,0.42,0.004,0.015,0.0823140241557,0.917685975844,0.706,0.21,0.495,0.395,33920.0,0.495489386792,0.504510613208,0.00033608490566,0.212853773585,0.426886792453,0.0438974056604,0.00583726415094,0.33741485566,0.66258514434
50,0.0,10048,10048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,96054.0,10025,10025,0.106,0.678,0.093,0.599,43456.0,0.000609812223859,0.321,0.02,0.146,0.464,0.003,0.024,0.241186487482,0.758813512518,0.906,0.355,0.346,0.163,96068.0,0.434223674897,0.565776325103,0.00017591705875,0.6489569888,0.141222883791,0.0930903110297,0.00905608527293,0.388045644699,0.611954355301
52,38944.0,11357,11357,0.104,0.367,0.266,0.541,14846.0,0.00183214333827,0.678,0.017,0.053,0.238,0.0,0.007,0.747474067089,0.252525932911,0.893,0.56,0.519,0.06,39737.0,0.475023278053,0.524976721947,0.000541057452752,0.751314895438,0.00480660341747,0.192138309384,0.00372448851197,0.427093188269,0.572906811731
53,77503.0,10029,10029,0.123,0.326,0.263,0.505,30115.0,0.000518014278599,0.618,0.006,0.175,0.162,0.001,0.012,0.0619956832143,0.938004316786,0.842,0.252,0.565,0.306,79251.0,0.458845945162,0.541154054838,0.000156464902651,0.309459817542,0.289005816961,0.0899547008871,0.00464347453029,0.369800386349,0.630199613651
54,25.0,00083,00083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,23379.0,11356,11356,0.077,0.218,0.35,0.588,7712.0,0.0034362033195,0.775,0.022,0.055,0.142,0.0,0.001,0.454745850622,0.545254149378,0.694,0.519,0.713,0.123,24631.0,0.500913483009,0.499086516991,0.000446591693395,0.358572530551,0.0179448662255,0.321018229061,0.00710486784946,0.329507278835,0.670492721165
56,0.0,11359,11359,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,inf,,
57,18973.0,11360,11360,0.139,0.49,0.214,0.532,8567.0,0.00364188163885,0.617,0.026,0.125,0.214,0.001,0.012,0.684720438893,0.315279561107,0.763,0.578,0.446,0.062,19605.0,0.463759245091,0.536240754909,0.00132109155828,0.670798265749,0.0102014792145,0.243713338434,0.00290742157613,0.351407844584,0.648592155416
58,36906.0,11105,11105,0.085,0.482,0.194,0.665,15532.0,0.00200231779552,0.612,0.023,0.117,0.221,0.0,0.016,0.257790368272,0.742209631728,0.918,0.405,0.54,0.123,37194.0,0.499919341829,0.500080658171,0.000301123837178,0.760579663387,0.022664945959,0.12235844491,0.00314566865623,0.252367996775,0.747632003225
59,55748.0,10128,10128,0.083,0.794,0.063,0.689,31920.0,0.00100563909774,0.369,0.016,0.349,0.228,0.001,0.02,0.310213032581,0.689786967419,0.768,0.436,0.282,0.072,61927.0,0.432315468213,0.567684531787,0.000272901965217,0.812811859124,0.0507048621764,0.0939331793886,0.000419849177257,0.349402743409,0.650597256591
60,62800.0,10023,10023,0.08,0.812,0.069,0.664,32755.0,0.00136467714853,0.369,0.021,0.217,0.318,0.0,0.043,0.393802472905,0.606197527095,0.824,0.415,0.26,0.081,60586.0,0.465255999736,0.534744000264,0.000318555441851,0.822351698412,0.0310797874096,0.0963258838676,0.00199716106031,0.503545407234,0.496454592766
61,7060.0,11363,11363,0.081,0.49,0.221,0.592,2649.0,0.00222725556814,0.675,0.008,0.055,0.256,0.0,0.0,0.691204228011,0.308795771989,0.917,0.599,0.506,0.072,7662.0,0.507569825111,0.492430174889,0.00221874184286,0.604933437745,0.00822239624119,0.310884886453,0.00208822761681,0.354190919674,0.645809080326
62,47530.0,10028,10028,0.066,0.823,0.054,0.716,24941.0,0.00113066837737,0.415,0.021,0.241,0.284,0.001,0.021,0.327332504711,0.672667495289,0.85,0.471,0.196,0.05,46883.0,0.437173389075,0.562826610925,0.000394599321716,0.892455687563,0.0104302199091,0.0686389522855,0.00535375295949,0.397232675714,0.602767324286
63,58525.0,11354,11354,0.091,0.235,0.302,0.537,20006.0,0.00133459962011,0.701,0.019,0.058,0.205,0.0,0.01,0.388433469959,0.611566530041,0.832,0.5,0.789,0.21,56908.0,0.468018556266,0.531981443734,0.000316299992971,0.236205805862,0.0374464047234,0.607911014269,0.00300484993323,0.343029725004,0.656970274996
64,33944.0,11102,11102,0.091,0.419,0.208,0.655,14039.0,0.00163117031128,0.564,0.029,0.175,0.201,0.001,0.015,0.140038464278,0.859961535722,0.778,0.37,0.589,0.186,35271.0,0.500836381163,0.499163618837,0.000292024609453,0.583028550367,0.112472002495,0.125854101103,0.00739984689972,0.236979734147,0.763020265853
65,40591.0,11370,11370,0.091,0.204,0.327,0.425,8809.0,0.0023498694517,0.756,0.029,0.038,0.163,0.0,0.008,0.453854012941,0.546145987059,0.912,0.4,0.684,0.172,35507.0,0.594755963613,0.405244036387,0.000306981721914,0.386937786915,0.146083870786,0.201875686484,0.00690004787788,0.328811936488,0.671188063512
66,45299.0,10021,10021,0.062,0.799,0.065,0.684,23739.0,0.00165129112431,0.403,0.015,0.24,0.269,0.001,0.041,0.39213951725,0.60786048275,0.862,0.45,0.252,0.064,43573.0,0.453377091318,0.546622908682,0.000470474835334,0.835953457416,0.0168911940881,0.0955637665527,0.00133109953412,0.494305338202,0.505694661798
67,37743.0,11358,11358,0.073,0.352,0.261,0.57,13114.0,0.00186823242336,0.757,0.017,0.04,0.178,0.0,0.007,0.560774744548,0.439225255452,0.893,0.553,0.669,0.104,37486.0,0.491223390066,0.508776609934,0.000453502640986,0.461478952142,0.01432534813,0.426692631916,0.00357466787601,0.333294145309,0.666705854691
68,17707.0,11362,11362,0.1,0.49,0.195,0.605,7068.0,0.00514997170345,0.694,0.014,0.058,0.217,0.0,0.015,0.794142614601,0.205857385399,0.861,0.559,0.516,0.076,18139.0,0.460995644743,0.539004355257,0.00111362258118,0.514967749049,0.0271238767297,0.42483047577,0.000992336953526,0.374169829222,0.625830170778
69,11661.0,10044,10044,0.124,0.613,0.137,0.546,4622.0,0.0103634790134,0.281,0.004,0.665,0.031,0.0,0.008,0.122457810472,0.877542189528,0.486,0.368,0.581,0.113,11783.0,0.475770177374,0.524229822626,0.00158703216498,0.531358737164,0.143766443181,0.246456759739,0.0065348383264,0.220901348474,0.779098651526
70,38116.0,11369,11369,0.074,0.189,0.357,0.58,11482.0,0.00130639261453,0.773,0.018,0.028,0.172,0.0,0.003,0.474568890437,0.525431109563,0.918,0.391,0.76,0.173,39001.0,0.499192328402,0.500807671598,0.000282044050153,0.261018948232,0.165585497808,0.131176123689,0.00133329914618,0.305152065365,0.694847934635
71,38234.0,11103,11103,0.077,0.466,0.207,0.683,16607.0,0.00186668272415,0.628,0.026,0.062,0.258,0.001,0.015,0.149214186789,0.850785813211,0.909,0.389,0.585,0.153,39231.0,0.504549973235,0.495450026765,0.000280390507507,0.712523259667,0.0337998011776,0.157350054804,0.00377252682827,0.215539632781,0.784460367219
72,38665.0,11106,11106,0.111,0.445,0.204,0.635,17004.0,0.00163490943307,0.529,0.019,0.131,0.288,0.0,0.015,0.178957892261,0.821042107739,0.888,0.373,0.583,0.198,38812.0,0.490956405235,0.509043594765,0.000350407090591,0.570802844481,0.0699268267546,0.193909100278,0.00216427908894,0.251151842949,0.748848157051
73,109069.0,11368,11368,0.091,0.109,0.311,0.629,29095.0,0.000711462450593,0.616,0.016,0.112,0.243,0.001,0.005,0.21247637051,0.78752362949,0.796,0.382,0.86,0.239,112709.0,0.537623437348,0.462376562652,7.18664880356e-05,0.414101801986,0.130619560106,0.106699553718,0.0082247202974,0.259291849188,0.740708150812
74,90852.0,11377,11377,0.068,0.286,0.265,0.609,31455.0,0.00071530758226,0.765,0.027,0.046,0.142,0.0,0.009,0.289333969162,0.710666030838,0.909,0.438,0.774,0.159,90615.0,0.501429123214,0.498570876786,0.000126910555648,0.478971472714,0.026673288087,0.372940462396,0.00391767367434,0.245601024742,0.754398975258
75,82809.0,11355,11355,0.069,0.238,0.28,0.525,27354.0,0.000910287343716,0.722,0.022,0.048,0.193,0.0,0.005,0.317065145865,0.682934854135,0.785,0.548,0.857,0.215,82790.0,0.479961347989,0.520038652011,0.000182389177437,0.138796956154,0.028493779442,0.733180335789,0.00647421186134,0.294328664161,0.705671335839
76,26254.0,11101,11101,0.086,0.414,0.211,0.623,11772.0,0.00226809378186,0.61,0.01,0.159,0.193,0.0,0.013,0.170914033299,0.829085966701,0.752,0.344,0.534,0.219,25880.0,0.507032457496,0.492967542504,0.000378670788253,0.47457496136,0.160780525502,0.186244204019,0.0122102009274,0.333105179101,0.666894820899
77,33937.0,11364,11364,0.082,0.452,0.227,0.587,13205.0,0.00174933737221,0.711,0.023,0.037,0.214,0.0,0.01,0.726921620598,0.273078379402,0.943,0.564,0.607,0.081,34949.0,0.471715928925,0.528284071075,0.000489284385819,0.418924718876,0.0265243640734,0.497696643681,0.00380554522304,0.327726873353,0.672273126647
78,5503.0,10018,10018,0.036,0.726,0.097,0.77,4712.0,0.00971986417657,0.321,0.0,0.476,0.158,0.0,0.019,0.0957130730051,0.904286926995,0.369,0.209,0.439,0.149,9168.0,0.52585078534,0.47414921466,0.000359947643979,0.587587260035,0.0631544502618,0.274978184991,0.00632635253054,0.596254071661,0.403745928339
79,0.0,10020,10020,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,inf,,
80,3533.0,11005,11005,0.404,0.466,0.2,0.154,1522.0,,0.417,0.0,0.406,0.124,0.0,0.037,0.9185282523,0.0814717477004,0.877,0.4,0.135,0.022,1947.0,0.356445814073,0.643554185927,0.0454545454545,0.982023626091,0.00924499229584,0.0,0.00564971751412,0.39552238806,0.60447761194
81,15918.0,10017,10017,0.058,0.823,0.05,0.781,10157.0,0.00625184601752,0.343,0.012,0.351,0.223,0.0,0.049,0.368218962292,0.631781037708,0.79,0.35,0.291,0.075,16472.0,0.461510441962,0.538489558038,0.00103205439534,0.735854783876,0.0249514327343,0.213756677999,0.000849927149102,0.645106761566,0.354893238434
82,22413.0,10001,10001,0.078,0.667,0.135,0.647,11639.0,0.00286966234213,0.304,0.009,0.373,0.246,0.0,0.027,0.271586906092,0.728413093908,0.671,0.299,0.405,0.204,23537.0,0.502485448443,0.497514551557,0.000501338318392,0.602455708034,0.121893189446,0.191995581425,0.00242171899562,0.624704025257,0.375295974743
83,50594.0,10011,10011,0.078,0.783,0.06,0.733,29762.0,0.00135743565621,0.433,0.021,0.203,0.291,0.0,0.024,0.345877293193,0.654122706807,0.83,0.325,0.257,0.085,52349.0,0.506504422243,0.493495577757,0.000269346119315,0.792221436895,0.037269097786,0.111749985673,0.0037823072074,0.665266240173,0.334733759827
84,54606.0,10016,10016,0.057,0.785,0.07,0.717,28390.0,0.00172948221205,0.407,0.018,0.336,0.178,0.0,0.029,0.303205353998,0.696794646002,0.737,0.314,0.303,0.099,50641.0,0.460555676231,0.539444323769,0.000250784937106,0.719496060504,0.0302521672163,0.177938824273,0.000612152208685,0.633306095767,0.366693904233
85,27127.0,11104,11104,0.076,0.42,0.229,0.661,11540.0,0.00254766031196,0.582,0.023,0.038,0.339,0.0,0.012,0.158145580589,0.841854419411,0.963,0.448,0.65,0.148,26718.0,0.486039374205,0.513960625795,0.000456621004566,0.65832023355,0.0130249270155,0.245340220076,0.00175911370612,0.213408678666,0.786591321334
86,2752.0,11109,11109,0.034,0.823,0.032,0.781,2560.0,0.02828125,0.418,0.012,0.501,0.011,0.0,0.012,0.1515625,0.8484375,0.004,0.492,0.435,0.093,4702.0,0.515525308379,0.484474691621,0.000723096554658,0.670565716716,0.051467460655,0.216078264568,0.00233943002977,0.429620172359,0.570379827641
87,29881.0,10010,10010,0.079,0.769,0.072,0.665,16050.0,0.00264174454829,0.405,0.011,0.343,0.149,0.0,0.057,0.254579439252,0.745420560748,0.786,0.273,0.248,0.147,31447.0,0.497630934588,0.502369065412,0.000375234521576,0.728241167679,0.0616275002385,0.161764238242,0.00718669507425,0.576248005471,0.423751994529
